Symbol,Nasdaq Traded,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares
A,True,"Agilent Technologies, Inc. Common Stock",N, ,False,100.0,False,,A,A,False
AA,True,Alcoa Corporation Common Stock ,N, ,False,100.0,False,,AA,AA,False
AABA,True,Altaba Inc. - Common Stock,Q,Q,False,100.0,False,N,,AABA,False
AAC,True,"AAC Holdings, Inc. Common Stock",N, ,False,100.0,False,,AAC,AAC,False
AADR,True,AdvisorShares Dorsey Wright ADR ETF,P, ,True,100.0,False,,AADR,AADR,False
AAL,True,"American Airlines Group, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AAL,False
AAMC,True,Altisource Asset Management Corp Com,A, ,False,100.0,False,,AAMC,AAMC,False
AAME,True,Atlantic American Corporation - Common Stock,Q,G,False,100.0,False,N,,AAME,False
AAN,True,"Aaron's, Inc. Common Stock",N, ,False,100.0,False,,AAN,AAN,False
AAOI,True,"Applied Optoelectronics, Inc. - Common Stock",Q,G,False,100.0,False,N,,AAOI,False
AAON,True,"AAON, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AAON,False
AAP,True,Advance Auto Parts Inc Advance Auto Parts Inc W/I,N, ,False,100.0,False,,AAP,AAP,False
AAPL,True,Apple Inc. - Common Stock,Q,Q,False,100.0,False,N,,AAPL,False
AAT,True,"American Assets Trust, Inc. Common Stock",N, ,False,100.0,False,,AAT,AAT,False
AAU,True,"Almaden Minerals, Ltd. Common Shares",A, ,False,100.0,False,,AAU,AAU,False
AAV,True,Advantage Oil & Gas Ltd  Ordinary Shares,N, ,False,100.0,False,,AAV,AAV,False
AAWW,True,Atlas Air Worldwide Holdings - Common Stock,Q,Q,False,100.0,False,N,,AAWW,False
AAXJ,True,iShares MSCI All Country Asia ex Japan Index Fund,Q,G,True,100.0,False,N,,AAXJ,False
AAXN,True,"Axon Enterprise, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AAXN,False
AB,True,AllianceBernstein Holding L.P.  Units,N, ,False,100.0,False,,AB,AB,False
ABAC,True,"Renmin Tianli Group, Inc. - Common Shares",Q,S,False,100.0,False,N,,ABAC,False
ABAX,True,"ABAXIS, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ABAX,False
ABB,True,ABB Ltd Common Stock,N, ,False,100.0,False,,ABB,ABB,False
ABBV,True,AbbVie Inc. Common Stock,N, ,False,100.0,False,,ABBV,ABBV,False
ABC,True,AmerisourceBergen Corporation Common Stock,N, ,False,100.0,False,,ABC,ABC,False
ABCB,True,Ameris Bancorp - Common Stock,Q,Q,False,100.0,False,N,,ABCB,False
ABCD,True,"Cambium Learning Group, Inc. - Common Stock",Q,S,False,100.0,False,N,,ABCD,False
ABDC,True,Alcentra Capital Corp. - Common Stock,Q,Q,False,100.0,False,N,,ABDC,False
ABE,True,"Aberdeen Emerging Markets Company Oppotunities Fund, Inc. Common Stock",A, ,False,100.0,False,,ABE,ABE,False
ABEO,True,Abeona Therapeutics Inc. - Common Stock,Q,S,False,100.0,False,N,,ABEO,False
ABEOW,True,Abeona Therapeutics Inc. - Warrant,Q,S,False,100.0,False,N,,ABEOW,False
ABEV,True,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),N, ,False,100.0,False,,ABEV,ABEV,False
ABG,True,Asbury Automotive Group Inc Common Stock,N, ,False,100.0,False,,ABG,ABG,False
ABIL,True,Ability Inc. - Ordinary Shares,Q,S,False,100.0,False,D,,ABIL,False
ABIO,True,"ARCA biopharma, Inc. - Common Stock",Q,S,False,100.0,False,N,,ABIO,False
ABLX,True,Ablynx NV - American Depositary Shares,Q,Q,False,100.0,False,N,,ABLX,False
ABM,True,ABM Industries Incorporated Common Stock,N, ,False,100.0,False,,ABM,ABM,False
ABMD,True,"ABIOMED, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ABMD,False
ABR,True,Arbor Realty Trust Common Stock,N, ,False,100.0,False,,ABR,ABR,False
ABR$A,True,Arbor Realty Trust Preferred Series A,N, ,False,100.0,False,,ABRpA,ABR-A,False
ABR$B,True,Arbor Realty Trust Cumulative Redeemable Preferred Series B,N, ,False,100.0,False,,ABRpB,ABR-B,False
ABR$C,True,Arbor Realty Trust Cumulative Redeemable Preferred Series C,N, ,False,100.0,False,,ABRpC,ABR-C,False
ABRN,True,Arbor Realty Trust 7.375% Senior Notes due 2021,N, ,False,100.0,False,,ABRN.CL,ABRN*,False
ABT,True,Abbott Laboratories Common Stock,N, ,False,100.0,False,,ABT,ABT,False
ABTX,True,"Allegiance Bancshares, Inc. - Common Stock",Q,G,False,100.0,False,N,,ABTX,False
ABUS,True,Arbutus Biopharma Corporation - Common Stock,Q,Q,False,100.0,False,N,,ABUS,False
ABX,True,Barrick Gold Corporation Common Stock,N, ,False,100.0,False,,ABX,ABX,False
AC,True,"Associated Capital Group, Inc. Common Stock",N, ,False,100.0,False,,AC,AC,False
ACAD,True,ACADIA Pharmaceuticals Inc. - Common Stock,Q,Q,False,100.0,False,N,,ACAD,False
ACBI,True,"Atlantic Capital Bancshares, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ACBI,False
ACC,True,American Campus Communities Inc Common Stock,N, ,False,100.0,False,,ACC,ACC,False
ACCO,True,Acco Brands Corporation Common Stock,N, ,False,100.0,False,,ACCO,ACCO,False
ACER,True,Acer Therapeutics Inc. - Common Stock,Q,S,False,100.0,False,N,,ACER,False
ACERW,True,Acer Therapeutics Inc. - Warrant,Q,S,False,100.0,False,N,,ACERW,False
ACET,True,Aceto Corporation - Common Stock,Q,Q,False,100.0,False,N,,ACET,False
ACFC,True,Atlantic Coast Financial Corporation - Common Stock,Q,G,False,100.0,False,N,,ACFC,False
ACGL,True,Arch Capital Group Ltd. - Common Stock,Q,Q,False,100.0,False,N,,ACGL,False
ACGLO,True,"Arch Capital Group Ltd. - Depositary Shares Each Representing 1/1,000th Interest in a Share of5.45% Non-Cumulative Preferred Shares, Series F",Q,Q,False,100.0,False,N,,ACGLO,False
ACGLP,True,Arch Capital Group Ltd. - Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs,Q,Q,False,100.0,False,N,,ACGLP,False
ACH,True,Aluminum Corporation of China Limited American Depositary Shares,N, ,False,100.0,False,,ACH,ACH,False
ACHC,True,"Acadia Healthcare Company, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ACHC,False
ACHN,True,"Achillion Pharmaceuticals, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ACHN,False
ACHV,True,"Achieve Life Sciences, Inc.  - Common Shares",Q,S,False,100.0,False,N,,ACHV,False
ACIA,True,"Acacia Communications, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ACIA,False
ACIM,True,SPDR MSCI ACWI IMI ETF,P, ,True,100.0,False,,ACIM,ACIM,False
ACIU,True,AC Immune SA - Common Stock,Q,G,False,100.0,False,N,,ACIU,False
ACIW,True,"ACI Worldwide, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ACIW,False
ACLS,True,"Axcelis Technologies, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ACLS,False
ACM,True,AECOM Common Stock,N, ,False,100.0,False,,ACM,ACM,False
ACMR,True,"ACM Research, Inc. - Class A Common Stock",Q,G,False,100.0,False,N,,ACMR,False
ACN,True,Accenture plc Class A Ordinary Shares (Ireland),N, ,False,100.0,False,,ACN,ACN,False
ACNB,True,ACNB Corporation - Common Stock,Q,S,False,100.0,False,N,,ACNB,False
ACOR,True,"Acorda Therapeutics, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ACOR,False
ACP,True,Aberdeen Income Credit Strategies Fund Common Shares,N, ,False,100.0,False,,ACP,ACP,False
ACRE,True,Ares Commercial Real Estate Corporation Common Stock,N, ,False,100.0,False,,ACRE,ACRE,False
ACRS,True,"Aclaris Therapeutics, Inc. - Common Stock",Q,Q,False,100.0,False,D,,ACRS,False
ACRX,True,"AcelRx Pharmaceuticals, Inc. - Common Stock",Q,G,False,100.0,False,N,,ACRX,False
ACSF,True,"American Capital Senior Floating, Ltd. - Common Stock",Q,Q,False,100.0,False,N,,ACSF,False
ACSI,True,American Customer Satisfaction Core Alpha ETF,Z, ,True,100.0,False,,ACSI,ACSI,False
ACST,True,"Acasti Pharma, Inc. - Class A Common Stock",Q,S,False,100.0,False,D,,ACST,False
ACT,True,AdvisorShares Vice ETF,Q,G,True,100.0,False,N,,ACT,False
ACTG,True,Acacia Research Corporation - Common Stock,Q,Q,False,100.0,False,N,,ACTG,False
ACU,True,Acme United Corporation. Common Stock,A, ,False,100.0,False,,ACU,ACU,False
ACV,True,AllianzGI Diversified Income & Convertible Fund Common Shares of Beneficial Interest,N, ,False,100.0,False,,ACV,ACV,False
ACWF,True,iShares Edge MSCI Multifactor Global ETF,P, ,True,100.0,False,,ACWF,ACWF,False
ACWI,True,iShares MSCI ACWI Index Fund,Q,G,True,100.0,False,N,,ACWI,False
ACWV,True,iShares Edge MSCI Min Vol Global ETF,Z, ,True,100.0,False,,ACWV,ACWV,False
ACWX,True,iShares MSCI ACWI ex US Index Fund,Q,G,True,100.0,False,N,,ACWX,False
ACXM,True,Acxiom Corporation - Common Stock,Q,Q,False,100.0,False,N,,ACXM,False
ACY,True,AeroCentury Corp. Common Stock,A, ,False,100.0,False,,ACY,ACY,False
ADAP,True,Adaptimmune Therapeutics plc - American Depositary Shares,Q,Q,False,100.0,False,N,,ADAP,False
ADBE,True,Adobe Systems Incorporated - Common Stock,Q,Q,False,100.0,False,N,,ADBE,False
ADC,True,Agree Realty Corporation Common Stock,N, ,False,100.0,False,,ADC,ADC,False
ADES,True,"Advanced Emissions Solutions, Inc. - Common Stock",Q,G,False,100.0,False,N,,ADES,False
ADI,True,"Analog Devices, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ADI,False
ADM,True,Archer-Daniels-Midland Company Common Stock,N, ,False,100.0,False,,ADM,ADM,False
ADMA,True,ADMA Biologics Inc - Common Stock,Q,S,False,100.0,False,N,,ADMA,False
ADMP,True,Adamis Pharmaceuticals Corporation - Common Stock,Q,S,False,100.0,False,N,,ADMP,False
ADMS,True,"Adamas Pharmaceuticals, Inc. - Common Stock",Q,G,False,100.0,False,N,,ADMS,False
ADNT,True,Adient plc Ordinary Shares ,N, ,False,100.0,False,,ADNT,ADNT,False
ADOM,True,"ADOMANI, Inc. - Common Stock",Q,S,False,100.0,False,N,,ADOM,False
ADP,True,"Automatic Data Processing, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ADP,False
ADRA,True,BLDRS Asia 50 ADR Index Fund,Q,G,True,100.0,False,N,,ADRA,False
ADRD,True,BLDRS Developed Markets 100 ADR Index Fund,Q,G,True,100.0,False,N,,ADRD,False
ADRE,True,BLDRS Emerging Markets 50 ADR Index Fund,Q,G,True,100.0,False,N,,ADRE,False
ADRO,True,"Aduro Biotech, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ADRO,False
ADRU,True,BLDRS Europe 100 ADR Index Fund,Q,G,True,100.0,False,N,,ADRU,False
ADS,True,Alliance Data Systems Corporation Common Stock,N, ,False,100.0,False,,ADS,ADS,False
ADSK,True,"Autodesk, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ADSK,False
ADSW,True,"Advanced Disposal Services, Inc. Common Stock",N, ,False,100.0,False,,ADSW,ADSW,False
ADT,True,ADT Inc. Common Stock,N, ,False,100.0,False,,ADT,ADT,False
ADTN,True,"ADTRAN, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ADTN,False
ADUS,True,Addus HomeCare Corporation - Common Stock,Q,Q,False,100.0,False,N,,ADUS,False
ADVM,True,"Adverum Biotechnologies, Inc. - Common Stock",Q,G,False,100.0,False,N,,ADVM,False
ADX,True,Adams Diversified Equity Fund Inc.,N, ,False,100.0,False,,ADX,ADX,False
ADXS,True,"Advaxis, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ADXS,False
ADXSW,True,"Advaxis, Inc. - Warrants",Q,S,False,100.0,False,N,,ADXSW,False
ADZ,True,"DB Agriculture Short ETN due April 1, 2038",P, ,False,100.0,False,,ADZ,ADZ,False
AE,True,"Adams Resources & Energy, Inc. Common Stock",A, ,False,100.0,False,,AE,AE,False
AEB,True,AEGON N.V. Perp. Cap. Secs. Floating Rate (Netherlands),N, ,False,100.0,False,,AEB,AEB,False
AED,True,AEGON N.V. Perp. Cap. Securities (Netherlands),N, ,False,100.0,False,,AED,AED,False
AEE,True,Ameren Corporation Common Stock,N, ,False,100.0,False,,AEE,AEE,False
AEG,True,AEGON N.V. Common Stock,N, ,False,100.0,False,,AEG,AEG,False
AEGN,True,Aegion Corp - Class A Common Stock,Q,Q,False,100.0,False,N,,AEGN,False
AEH,True,AEGON N.V. Perp. Cap Secs.,N, ,False,100.0,False,,AEH,AEH,False
AEHR,True,Aehr Test Systems - Common Stock,Q,S,False,100.0,False,N,,AEHR,False
AEIS,True,"Advanced Energy Industries, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AEIS,False
AEK,True,Aegon NV 8.00% Non-Cumulative Subordinated Notes due 2042,N, ,False,100.0,False,,AEK,AEK,False
AEL,True,American Equity Investment Life Holding Company Common Stock,N, ,False,100.0,False,,AEL,AEL,False
AEM,True,Agnico Eagle Mines Limited Common Stock,N, ,False,100.0,False,,AEM,AEM,False
AEMD,True,"Aethlon Medical, Inc. - Common Stock",Q,S,False,100.0,False,N,,AEMD,False
AEO,True,"American Eagle Outfitters, Inc. Common Stock",N, ,False,100.0,False,,AEO,AEO,False
AEP,True,"American Electric Power Company, Inc. Common Stock",N, ,False,100.0,False,,AEP,AEP,False
AER,True,Aercap Holdings N.V. Ordinary Shares,N, ,False,100.0,False,,AER,AER,False
AERI,True,"Aerie Pharmaceuticals, Inc. - Common Stock",Q,G,False,100.0,False,N,,AERI,False
AES,True,The AES Corporation Common Stock,N, ,False,100.0,False,,AES,AES,False
AET,True,Aetna Inc. Common Stock,N, ,False,100.0,False,,AET,AET,False
AETI,True,"American Electric Technologies, Inc. - Common Stock",Q,S,False,100.0,False,N,,AETI,False
AEUA,True,Anadarko Petroleum Corporation 7.50% Tangible Equity Units,N, ,False,100.0,False,,AEUA,AEUA,False
AEY,True,"ADDvantage Technologies Group, Inc. - Common Stock",Q,G,False,100.0,False,N,,AEY,False
AEZS,True,Aeterna Zentaris Inc. - Common Stock,Q,S,False,100.0,False,N,,AEZS,False
AFAM,True,Almost Family Inc - Common Stock,Q,Q,False,100.0,False,N,,AFAM,False
AFB,True,AllianceBernstein National Municipal Income Fund Inc,N, ,False,100.0,False,,AFB,AFB,False
AFC,True,"Allied Capital Corporation Allied Capital Corporation 6.875% Notes due April 15, 2047",N, ,False,100.0,False,,AFC,AFC,False
AFG,True,"American Financial Group, Inc. Common Stock",N, ,False,100.0,False,,AFG,AFG,False
AFGE,True,"American Financial Group, Inc. 6.25% Subordinated Debentures due 2054",N, ,False,100.0,False,,AFGE,AFGE,False
AFGH,True,"American Financial Group, Inc. 6% Subordinated Debentures due 2055",N, ,False,100.0,False,,AFGH,AFGH,False
AFH,True,"Atlas Financial Holdings, Inc. - Ordinary Shares",Q,G,False,100.0,False,N,,AFH,False
AFHBL,True,"Atlas Financial Holdings, Inc. - 6.625% Senior Unsecured Notes Due 2022",Q,G,False,100.0,False,N,,AFHBL,False
AFI,True,"Armstrong Flooring, Inc. Common Stock",N, ,False,100.0,False,,AFI,AFI,False
AFK,True,VanEck Vectors-Africa Index ETF,P, ,True,100.0,False,,AFK,AFK,False
AFL,True,AFLAC Incorporated Common Stock,N, ,False,100.0,False,,AFL,AFL,False
AFMD,True,Affimed N.V. - Common Stock,Q,G,False,100.0,False,N,,AFMD,False
AFSI,True,"AmTrust Financial Services, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AFSI,False
AFSI$A,True,"AmTrust Financial Services, Inc. Preferred Series A",N, ,False,100.0,False,,AFSIpA,AFSI-A,False
AFSI$B,True,"AmTrust Financial Services, Inc. Depository Shares Representing 1/40th Preferred Series B",N, ,False,100.0,False,,AFSIpB,AFSI-B,False
AFSI$C,True,"AmTrust Financial Services, Inc. Depository Shares Representing 1/40th Preferred Series C",N, ,False,100.0,False,,AFSIpC,AFSI-C,False
AFSI$D,True,"AmTrust Financial Services, Inc. Depositary Shares, Each Representing 1/40th Interest in a shares of 7.50% Non-Cumulative Preferred Stock, Series D",N, ,False,100.0,False,,AFSIpD,AFSI-D,False
AFSI$E,True,"AmTrust Financial Services, Inc. Depositary Shares , Each Representing 1/40 th Interest in a Share of 7.75% Non-Cumulative Preferred Stock, Series E",N, ,False,100.0,False,,AFSIpE,AFSI-E,False
AFSI$F,True,"AmTrust Financial Services, Inc. Depositary Shares, Each Representing 1/40 th Interest in a Share of 6.95% Non-Cumulative Preferred Stock, Series F",N, ,False,100.0,False,,AFSIpF,AFSI-F,False
AFSS,True,"AmTrust Financial Services, Inc. 7.25% Subordinated Notes due 2055",N, ,False,100.0,False,,AFSS,AFSS,False
AFST,True,"AmTrust Financial Services, Inc. 7.50% Subordinated Notes due September 15, 2055",N, ,False,100.0,False,,AFST,AFST,False
AFT,True,Apollo Senior Floating Rate Fund Inc. Common Stock,N, ,False,100.0,False,,AFT,AFT,False
AFTY,True,CSOP FTSE China A50 ETF,P, ,True,100.0,False,,AFTY,AFTY,False
AG,True,First Majestic Silver Corp. Ordinary Shares (Canada),N, ,False,100.0,False,,AG,AG,False
AGA,True,"DB Agriculture Double Short ETN due April 1, 2038",P, ,False,100.0,False,,AGA,AGA,False
AGC,True,Advent Claymore Convertible Securities and Income Fund Common Shares of Beneficial Interest,N, ,False,100.0,False,,AGC,AGC,False
AGCO,True,AGCO Corporation Common Stock,N, ,False,100.0,False,,AGCO,AGCO,False
AGD,True,Alpine Global Dynamic Dividend Fund Shares of Beneficial Interest,N, ,False,100.0,False,,AGD,AGD,False
AGEN,True,Agenus Inc. - Common Stock,Q,S,False,100.0,False,N,,AGEN,False
AGF,True,"DB Agriculture Long ETN due April 1, 2038",P, ,False,100.0,False,,AGF,AGF,False
AGFS,True,"AgroFresh Solutions, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AGFS,False
AGFSW,True,"AgroFresh Solutions, Inc. - Warrants",Q,Q,False,100.0,False,N,,AGFSW,False
AGG,True,iShares Core U.S. Aggregate Bond ETF,P, ,True,100.0,False,,AGG,AGG,False
AGGE,True,IQ Enhanced Core Bond U.S. ETF,P, ,True,100.0,False,,AGGE,AGGE,False
AGGP,True,IQ Enhanced Core Plus Bond U.S. ETF,P, ,True,100.0,False,,AGGP,AGGP,False
AGGY,True,WisdomTree Barclays Yield Enhanced U.S. Aggregate Bond Fund,P, ,True,100.0,False,,AGGY,AGGY,False
AGI,True,Alamos Gold Inc. Class A Common Shares,N, ,False,100.0,False,,AGI,AGI,False
AGII,True,"Argo Group International Holdings, Ltd. - Common Stock",Q,Q,False,100.0,False,N,,AGII,False
AGIIL,True,"Argo Group International Holdings, Ltd. - 6.5% Senior Notes Due 2042",Q,Q,False,100.0,False,N,,AGIIL,False
AGIO,True,"Agios Pharmaceuticals, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AGIO,False
AGLE,True,"Aeglea BioTherapeutics, Inc. - Common Stock",Q,G,False,100.0,False,N,,AGLE,False
AGM,True,Federal Agricultural Mortgage Corporation Common Stock,N, ,False,100.0,False,,AGM,AGM,False
AGM$A,True,"Federal Agricultural Mortgage Corporation 5.875% Non-CUmulative Preferred Stock, Series A",N, ,False,100.0,False,,AGMpA,AGM-A,False
AGM$B,True,Federal Agricultural Mortgage Corporation Non Cumulative Preferred Stock Series B,N, ,False,100.0,False,,AGMpB,AGM-B,False
AGM$C,True,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg,N, ,False,100.0,False,,AGMpC,AGM-C,False
AGM.A,True,Federal Agricultural Mortgage Corporation Common Stock,N, ,False,100.0,False,,AGM.A,AGM.A,False
AGN,True,Allergan plc Ordinary Shares,N, ,False,100.0,False,,AGN,AGN,False
AGNC,True,AGNC Investment Corp. - Common Stock,Q,Q,False,100.0,False,N,,AGNC,False
AGNCB,True,AGNC Investment Corp. - Depositary Shares representing 1/1000th Series B Preferred Stock,Q,Q,False,100.0,False,N,,AGNCB,False
AGNCN,True,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock",Q,Q,False,100.0,False,N,,AGNCN,False
AGND,True,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,Q,G,True,100.0,False,N,,AGND,False
AGO,True,Assured Guaranty Ltd. Common Stock,N, ,False,100.0,False,,AGO,AGO,False
AGO$B,True,Assured Guaranty Ltd.,N, ,False,100.0,False,,AGOpB,AGO-B,False
AGO$E,True,Assured Guaranty Ltd.,N, ,False,100.0,False,,AGOpE,AGO-E,False
AGO$F,True,Assured Guaranty Ltd.,N, ,False,100.0,False,,AGOpF,AGO-F,False
AGQ,True,ProShares Ultra Silver,P, ,True,100.0,False,,AGQ,AGQ,False
AGR,True,"Avangrid, Inc. Common Stock",N, ,False,100.0,False,,AGR,AGR,False
AGRO,True,Adecoagro S.A. Common Shares,N, ,False,100.0,False,,AGRO,AGRO,False
AGRX,True,"Agile Therapeutics, Inc. - Common Stock",Q,G,False,100.0,False,N,,AGRX,False
AGS,True,"PlayAGS, Inc. Common Stock",N, ,False,100.0,False,,AGS,AGS,False
AGT,True,iShares MSCI Argentina and Global Exposure ETF,Z, ,True,100.0,False,,AGT,AGT,False
AGTC,True,Applied Genetic Technologies Corporation - Common Stock,Q,G,False,100.0,False,N,,AGTC,False
AGX,True,"Argan, Inc. Common Stock",N, ,False,100.0,False,,AGX,AGX,False
AGYS,True,"Agilysys, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AGYS,False
AGZ,True,iShares  Agency Bond ETF,P, ,True,100.0,False,,AGZ,AGZ,False
AGZD,True,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond Fund,Q,G,True,100.0,False,N,,AGZD,False
AHC,True,A.H. Belo Corporation Common Stock,N, ,False,100.0,False,,AHC,AHC,False
AHGP,True,"Alliance Holdings GP, L.P. - Common Units Representing Limited Partner Interests",Q,Q,False,100.0,False,N,,AHGP,False
AHH,True,"Armada Hoffler Properties, Inc. Common Stock",N, ,False,100.0,False,,AHH,AHH,False
AHL,True,Aspen Insurance Holdings Limited Ordinary Shares,N, ,False,100.0,False,,AHL,AHL,False
AHL$C,True,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,N, ,False,100.0,False,,AHLpC,AHL-C,False
AHL$D,True,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,N, ,False,100.0,False,,AHLpD,AHL-D,False
AHP,True,"Ashford Hospitality Prime, Inc. Common Stock",N, ,False,100.0,False,,AHP,AHP,False
AHP$B,True,"Ashford Hospitality Prime, Inc. Ashford Hospitality Prime, Inc. 5.50% Series B Cumulative Convertible Preferred Stock, par value $0.01 per share",N, ,False,100.0,False,,AHPpB,AHP-B,False
AHPA,True,Avista Healthcare Public Acquisition Corp. - Class A Ordinary Shares,Q,S,False,100.0,False,D,,AHPA,False
AHPAU,True,Avista Healthcare Public Acquisition Corp. - Unit,Q,S,False,100.0,False,D,,AHPAU,False
AHPAW,True,Avista Healthcare Public Acquisition Corp. - Warrants,Q,S,False,100.0,False,D,,AHPAW,False
AHPI,True,"Allied Healthcare Products, Inc. - Common Stock",Q,S,False,100.0,False,N,,AHPI,False
AHT,True,Ashford Hospitality Trust Inc Common Stock,N, ,False,100.0,False,,AHT,AHT,False
AHT$D,True,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,N, ,False,100.0,False,,AHTpD,AHT-D,False
AHT$F,True,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,N, ,False,100.0,False,,AHTpF,AHT-F,False
AHT$G,True,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,N, ,False,100.0,False,,AHTpG,AHT-G,False
AHT$H,True,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,N, ,False,100.0,False,,AHTpH,AHT-H,False
AHT$I,True,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,N, ,False,100.0,False,,AHTpI,AHT-I,False
AI,True,Arlington Asset Investment Corp Class A (new),N, ,False,100.0,False,,AI,AI,False
AI$B,True,Arlington Asset Investment Corp 7.00% Series B Cumulative Perpetual Redeemable Preferred Stock,N, ,False,100.0,False,,AIpB,AI-B,False
AIA,True,iShares Asia 50 ETF,Q,G,True,100.0,False,N,,AIA,False
AIC,True,Arlington Asset Investment Corp 6.750% Notes due 2025,N, ,False,100.0,False,,AIC,AIC,False
AIEQ,True,AI Powered Equity ETF,P, ,True,100.0,False,,AIEQ,AIEQ,False
AIF,True,Apollo Tactical Income Fund Inc. Common Stock,N, ,False,100.0,False,,AIF,AIF,False
AIG,True,"American International Group, Inc. New Common Stock",N, ,False,100.0,False,,AIG,AIG,False
AIG.W,True,"American International Group, Inc. Warrant expiring January 19, 2021",N, ,False,100.0,False,,AIG.WS,AIG+,False
AIHS,True,Senmiao Technology Limited - Common Stock,Q,S,False,100.0,False,N,,AIHS,False
AIMC,True,Altra Industrial Motion Corp. - Common Stock,Q,Q,False,100.0,False,N,,AIMC,False
AIMT,True,"Aimmune Therapeutics, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AIMT,False
AIN,True,Albany International Corporation Common Stock,N, ,False,100.0,False,,AIN,AIN,False
AINC,True,Ashford Inc. Common Stock,A, ,False,100.0,False,,AINC,AINC,False
AINV,True,Apollo Investment Corporation - Closed End Fund,Q,Q,False,100.0,False,N,,AINV,False
AIPT,True,Precision Therapeutics Inc. - Common Stock,Q,S,False,100.0,False,N,,AIPT,False
AIR,True,AAR Corp. Common Stock,N, ,False,100.0,False,,AIR,AIR,False
AIRG,True,"Airgain, Inc. - Common Stock",Q,S,False,100.0,False,N,,AIRG,False
AIRI,True,Air Industries Group Common Stock,A, ,False,100.0,False,,AIRI,AIRI,False
AIRR,True,First Trust RBA American Industrial Renaissance ETF,Q,G,True,100.0,False,N,,AIRR,False
AIRT,True,"Air T, Inc. - Common Stock",Q,S,False,100.0,False,N,,AIRT,False
AIT,True,"Applied Industrial Technologies, Inc. Common Stock",N, ,False,100.0,False,,AIT,AIT,False
AIV,True,Apartment Investment and Management Company Common Stock,N, ,False,100.0,False,,AIV,AIV,False
AIV$A,True,Apartment Investment and Management Company Preferred Series Class A,N, ,False,100.0,False,,AIVpA,AIV-A,False
AIW,True,Arlington Asset Investment Corp 6.625% Notes due 2023,N, ,False,100.0,False,,AIW,AIW,False
AIY,True,Apollo Investment Corporation 6.875% Senior Notes due 2043,N, ,False,100.0,False,,AIY,AIY,False
AIZ,True,"Assurant, Inc. Common Stock",N, ,False,100.0,False,,AIZ,AIZ,False
AIZP,True,"Assurant, Inc. 6.50% Series D Mandatory Convertible Preferred Stock, $1.00 par value",N, ,False,100.0,False,,AIZP,AIZP,False
AJG,True,Arthur J. Gallagher & Co. Common Stock,N, ,False,100.0,False,,AJG,AJG,False
AJRD,True,"Aerojet Rocketdyne Holdings, Inc. Common Stock",N, ,False,100.0,False,,AJRD,AJRD,False
AJX,True,Great Ajax Corp. Common Stock,N, ,False,100.0,False,,AJX,AJX,False
AJXA,True,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,N, ,False,100.0,False,,AJXA,AJXA,False
AKAM,True,"Akamai Technologies, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AKAM,False
AKAO,True,"Achaogen, Inc. - Common Stock",Q,G,False,100.0,False,N,,AKAO,False
